,title,link,link_alternative,link_icon,summary,ondemand,generationdate,beginposition,endposition,ingestiondate,orbitnumber,relativeorbitnumber,illuminationazimuthangle,illuminationzenithangle,vegetationpercentage,notvegetatedpercentage,waterpercentage,unclassifiedpercentage,mediumprobacloudspercentage,highprobacloudspercentage,snowicepercentage,cloudcoverpercentage,level1cpdiidentifier,gmlfootprint,footprint,format,processingbaseline,platformname,filename,instrumentname,instrumentshortname,size,s2datatakeid,producttype,platformidentifier,orbitdirection,platformserialidentifier,processinglevel,datastripidentifier,granuleidentifier,identifier,uuid
7124f44e-034f-481c-9c44-2035a2ddeecf,S2A_MSIL2A_20220523T143731_N0400_R096_T19JBG_20220523T220712,https://apihub.copernicus.eu/apihub/odata/v1/Products('7124f44e-034f-481c-9c44-2035a2ddeecf')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('7124f44e-034f-481c-9c44-2035a2ddeecf')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('7124f44e-034f-481c-9c44-2035a2ddeecf')/Products('Quicklook')/$value,"Date: 2022-05-23T14:37:31.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 831.74 MB",false,2022-05-23 22:07:12,2022-05-23 14:37:31.024,2022-05-23 14:37:31.024,2022-05-23 23:33:48.177,36129,96,31.2060703528226,57.5725301356045,0.589993,33.751485,30.060017,0.001214,0.388193,0.011564,0.021539,34.25723,S2A_OPER_MSI_L1C_TL_ATOS_20220523T195412_A036129_T19JBG_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-30.78487274127314,-72.06 -30.673794624647847,-72.027374 -30.526805490603525,-71.98456 -30.379676036416686,-71.94202 -30.23249386894884,-71.899506 -30.085274944649345,-71.85712 -29.93806994441449,-71.81488 -29.8003042487361,-71.77557 -29.81580116202728,-70.968445 -30.80606353252509,-70.98834 -30.78487274127314,-72.06</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-70.98834 -30.80606353252509, -70.968445 -29.81580116202728, -71.77557 -29.8003042487361, -71.81488 -29.93806994441449, -71.85712 -30.085274944649345, -71.899506 -30.23249386894884, -71.94202 -30.379676036416686, -71.98456 -30.526805490603525, -72.027374 -30.673794624647847, -72.06 -30.78487274127314, -70.98834 -30.80606353252509)))",SAFE,04.00,Sentinel-2,S2A_MSIL2A_20220523T143731_N0400_R096_T19JBG_20220523T220712.SAFE,Multi-Spectral Instrument,MSI,831.74 MB,GS2A_20220523T143731_036129_N04.00,S2MSI2A,2015-028A,DESCENDING,Sentinel-2A,Level-2A,S2A_OPER_MSI_L2A_DS_ATOS_20220523T220712_S20220523T144523_N04.00,S2A_OPER_MSI_L2A_TL_ATOS_20220523T220712_A036129_T19JBG_N04.00,S2A_MSIL2A_20220523T143731_N0400_R096_T19JBG_20220523T220712,7124f44e-034f-481c-9c44-2035a2ddeecf
858b7889-ccae-4c1a-bd9c-094c46dff7f2,S2A_MSIL2A_20220523T143731_N0400_R096_T19JCG_20220523T220712,https://apihub.copernicus.eu/apihub/odata/v1/Products('858b7889-ccae-4c1a-bd9c-094c46dff7f2')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('858b7889-ccae-4c1a-bd9c-094c46dff7f2')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('858b7889-ccae-4c1a-bd9c-094c46dff7f2')/Products('Quicklook')/$value,"Date: 2022-05-23T14:37:31.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.12 GB",false,2022-05-23 22:07:12,2022-05-23 14:37:31.024,2022-05-23 14:37:31.024,2022-05-23 23:30:46.059,36129,96,30.1923509312641,57.1329939431406,0.549646,82.571459,0.141303,0.27124,0.45837600000000006,0.4019,0.42679,2.73453,S2A_OPER_MSI_L1C_TL_ATOS_20220523T195412_A036129_T19JCG_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-29.814255053505175,-71.06958 -29.827168444135932,-69.93359 -30.817888497768987,-69.94302 -30.804455181093843,-71.090515 -29.814255053505175,-71.06958</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-69.94302 -30.817888497768987, -69.93359 -29.827168444135932, -71.06958 -29.814255053505175, -71.090515 -30.804455181093843, -69.94302 -30.817888497768987)))",SAFE,04.00,Sentinel-2,S2A_MSIL2A_20220523T143731_N0400_R096_T19JCG_20220523T220712.SAFE,Multi-Spectral Instrument,MSI,1.12 GB,GS2A_20220523T143731_036129_N04.00,S2MSI2A,2015-028A,DESCENDING,Sentinel-2A,Level-2A,S2A_OPER_MSI_L2A_DS_ATOS_20220523T220712_S20220523T144523_N04.00,S2A_OPER_MSI_L2A_TL_ATOS_20220523T220712_A036129_T19JCG_N04.00,S2A_MSIL2A_20220523T143731_N0400_R096_T19JCG_20220523T220712,858b7889-ccae-4c1a-bd9c-094c46dff7f2
6b60722b-4982-47f9-90c0-12e33d51ce6a,S2B_MSIL2A_20220518T143729_N0400_R096_T19JCF_20220518T190620,https://apihub.copernicus.eu/apihub/odata/v1/Products('6b60722b-4982-47f9-90c0-12e33d51ce6a')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('6b60722b-4982-47f9-90c0-12e33d51ce6a')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('6b60722b-4982-47f9-90c0-12e33d51ce6a')/Products('Quicklook')/$value,"Date: 2022-05-18T14:37:29.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.11 GB",false,2022-05-18 19:06:20,2022-05-18 14:37:29.024,2022-05-18 14:37:29.024,2022-05-18 23:21:56.158,27149,96,30.3604128074195,56.9675420673774,0.42185,87.177038,0.11608499999999998,0.001636,0.010043,0.00139,0.501083,1.540241,S2B_OPER_MSI_L1C_TL_2BPS_20220518T180417_A027149_T19JCF_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-30.715722607161137,-71.08859 -30.72910890902974,-69.94217 -31.719688572333347,-69.95206 -31.70577277981865,-71.11047 -30.715722607161137,-71.08859</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-69.95206 -31.719688572333347, -69.94217 -30.72910890902974, -71.08859 -30.715722607161137, -71.11047 -31.70577277981865, -69.95206 -31.719688572333347)))",SAFE,04.00,Sentinel-2,S2B_MSIL2A_20220518T143729_N0400_R096_T19JCF_20220518T190620.SAFE,Multi-Spectral Instrument,MSI,1.11 GB,GS2B_20220518T143729_027149_N04.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_2BPS_20220518T190620_S20220518T144638_N04.00,S2B_OPER_MSI_L2A_TL_2BPS_20220518T190620_A027149_T19JCF_N04.00,S2B_MSIL2A_20220518T143729_N0400_R096_T19JCF_20220518T190620,6b60722b-4982-47f9-90c0-12e33d51ce6a
21402e21-3418-47e8-b046-ad783e1c84ef,S2B_MSIL2A_20220518T143729_N0400_R096_T19JBF_20220518T190620,https://apihub.copernicus.eu/apihub/odata/v1/Products('21402e21-3418-47e8-b046-ad783e1c84ef')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('21402e21-3418-47e8-b046-ad783e1c84ef')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('21402e21-3418-47e8-b046-ad783e1c84ef')/Products('Quicklook')/$value,"Date: 2022-05-18T14:37:29.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.02 GB",false,2022-05-18 19:06:20,2022-05-18 14:37:29.024,2022-05-18 14:37:29.024,2022-05-18 23:18:53.446,27149,96,31.395591838707,57.4090283851157,0.127789,38.303748,1.456648,0.365946,4.270137,53.712964,1e-05,58.18048700000001,S2B_OPER_MSI_L1C_TL_2BPS_20220518T180417_A027149_T19JBF_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-31.033238287163407,-72.14322 -30.940718176210392,-72.11594 -30.793802962362435,-72.072845 -30.69646342534426,-72.04428 -30.717325330253914,-70.98651 -31.707438890022775,-71.007324 -31.683953701756977,-72.164764 -31.033238287163407,-72.14322</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-71.007324 -31.707438890022775, -70.98651 -30.717325330253914, -72.04428 -30.69646342534426, -72.072845 -30.793802962362435, -72.11594 -30.940718176210392, -72.14322 -31.033238287163407, -72.164764 -31.683953701756977, -71.007324 -31.707438890022775)))",SAFE,04.00,Sentinel-2,S2B_MSIL2A_20220518T143729_N0400_R096_T19JBF_20220518T190620.SAFE,Multi-Spectral Instrument,MSI,1.02 GB,GS2B_20220518T143729_027149_N04.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_2BPS_20220518T190620_S20220518T144638_N04.00,S2B_OPER_MSI_L2A_TL_2BPS_20220518T190620_A027149_T19JBF_N04.00,S2B_MSIL2A_20220518T143729_N0400_R096_T19JBF_20220518T190620,21402e21-3418-47e8-b046-ad783e1c84ef
916b3d27-aae5-4fbb-bcef-4ba5e788e80c,S2B_MSIL2A_20220518T143729_N0400_R096_T19JCG_20220518T190620,https://apihub.copernicus.eu/apihub/odata/v1/Products('916b3d27-aae5-4fbb-bcef-4ba5e788e80c')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('916b3d27-aae5-4fbb-bcef-4ba5e788e80c')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('916b3d27-aae5-4fbb-bcef-4ba5e788e80c')/Products('Quicklook')/$value,"Date: 2022-05-18T14:37:29.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.11 GB",false,2022-05-18 19:06:20,2022-05-18 14:37:29.024,2022-05-18 14:37:29.024,2022-05-18 23:15:35.084,27149,96,30.7097817900983,56.2114429593174,0.611952,85.975426,0.151496,0.040169,0.081844,0.017409,0.008477,1.9290880000000001,S2B_OPER_MSI_L1C_TL_2BPS_20220518T180417_A027149_T19JCG_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-29.814255053505175,-71.06958 -29.827168444135932,-69.93359 -30.817888497768987,-69.94302 -30.804455181093843,-71.090515 -29.814255053505175,-71.06958</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-69.94302 -30.817888497768987, -69.93359 -29.827168444135932, -71.06958 -29.814255053505175, -71.090515 -30.804455181093843, -69.94302 -30.817888497768987)))",SAFE,04.00,Sentinel-2,S2B_MSIL2A_20220518T143729_N0400_R096_T19JCG_20220518T190620.SAFE,Multi-Spectral Instrument,MSI,1.11 GB,GS2B_20220518T143729_027149_N04.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_2BPS_20220518T190620_S20220518T144638_N04.00,S2B_OPER_MSI_L2A_TL_2BPS_20220518T190620_A027149_T19JCG_N04.00,S2B_MSIL2A_20220518T143729_N0400_R096_T19JCG_20220518T190620,916b3d27-aae5-4fbb-bcef-4ba5e788e80c
fb0f15a4-a9a1-44d5-b752-e9cfcb31fff0,S2B_MSIL2A_20220518T143729_N0400_R096_T19JBG_20220518T190620,https://apihub.copernicus.eu/apihub/odata/v1/Products('fb0f15a4-a9a1-44d5-b752-e9cfcb31fff0')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('fb0f15a4-a9a1-44d5-b752-e9cfcb31fff0')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('fb0f15a4-a9a1-44d5-b752-e9cfcb31fff0')/Products('Quicklook')/$value,"Date: 2022-05-18T14:37:29.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 873.33 MB",false,2022-05-18 19:06:20,2022-05-18 14:37:29.024,2022-05-18 14:37:29.024,2022-05-18 23:12:54.270,27149,96,31.7384132426414,56.6580231650827,0.366565,29.588008,1.768115,0.68466,3.283124,63.372242,0.000132,66.697568,S2B_OPER_MSI_L1C_TL_2BPS_20220518T180417_A027149_T19JBG_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-30.784671810572853,-72.07016 -30.646926521460333,-72.029755 -30.499968305501955,-71.98685 -30.352943097524683,-71.94409 -30.205833569506705,-71.90158 -30.058647069434777,-71.85925 -29.911413773588656,-71.81708 -29.800119145028553,-71.78522 -29.81580116202728,-70.968445 -30.80606353252509,-70.98834 -30.784671810572853,-72.07016</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-70.98834 -30.80606353252509, -70.968445 -29.81580116202728, -71.78522 -29.800119145028553, -71.81708 -29.911413773588656, -71.85925 -30.058647069434777, -71.90158 -30.205833569506705, -71.94409 -30.352943097524683, -71.98685 -30.499968305501955, -72.029755 -30.646926521460333, -72.07016 -30.784671810572853, -70.98834 -30.80606353252509)))",SAFE,04.00,Sentinel-2,S2B_MSIL2A_20220518T143729_N0400_R096_T19JBG_20220518T190620.SAFE,Multi-Spectral Instrument,MSI,873.33 MB,GS2B_20220518T143729_027149_N04.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_2BPS_20220518T190620_S20220518T144638_N04.00,S2B_OPER_MSI_L2A_TL_2BPS_20220518T190620_A027149_T19JBG_N04.00,S2B_MSIL2A_20220518T143729_N0400_R096_T19JBG_20220518T190620,fb0f15a4-a9a1-44d5-b752-e9cfcb31fff0
df9d6608-176e-4ee8-aba2-35bbe0eae2ab,S2A_MSIL2A_20220513T143731_N0400_R096_T19JCF_20220513T220213,https://apihub.copernicus.eu/apihub/odata/v1/Products('df9d6608-176e-4ee8-aba2-35bbe0eae2ab')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('df9d6608-176e-4ee8-aba2-35bbe0eae2ab')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('df9d6608-176e-4ee8-aba2-35bbe0eae2ab')/Products('Quicklook')/$value,"Date: 2022-05-13T14:37:31.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.05 GB",false,2022-05-13 22:02:13,2022-05-13 14:37:31.024,2022-05-13 14:37:31.024,2022-05-13 23:56:44.490,35986,96,30.9608469194111,55.9253698576756,0.060302,51.19462,0.053971,2.842326,12.232801,25.949773,0.646693,39.575443,S2A_OPER_MSI_L1C_TL_ATOS_20220513T195016_A035986_T19JCF_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-30.715722607161137,-71.08859 -30.72910890902974,-69.94217 -31.719688572333347,-69.95206 -31.70577277981865,-71.11047 -30.715722607161137,-71.08859</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-69.95206 -31.719688572333347, -69.94217 -30.72910890902974, -71.08859 -30.715722607161137, -71.11047 -31.70577277981865, -69.95206 -31.719688572333347)))",SAFE,04.00,Sentinel-2,S2A_MSIL2A_20220513T143731_N0400_R096_T19JCF_20220513T220213.SAFE,Multi-Spectral Instrument,MSI,1.05 GB,GS2A_20220513T143731_035986_N04.00,S2MSI2A,2015-028A,DESCENDING,Sentinel-2A,Level-2A,S2A_OPER_MSI_L2A_DS_ATOS_20220513T220213_S20220513T144515_N04.00,S2A_OPER_MSI_L2A_TL_ATOS_20220513T220213_A035986_T19JCF_N04.00,S2A_MSIL2A_20220513T143731_N0400_R096_T19JCF_20220513T220213,df9d6608-176e-4ee8-aba2-35bbe0eae2ab
4c1a405b-2813-42de-aae9-8d14c5a5db80,S2A_MSIL2A_20220513T143731_N0400_R096_T19JBG_20220513T220213,https://apihub.copernicus.eu/apihub/odata/v1/Products('4c1a405b-2813-42de-aae9-8d14c5a5db80')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('4c1a405b-2813-42de-aae9-8d14c5a5db80')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('4c1a405b-2813-42de-aae9-8d14c5a5db80')/Products('Quicklook')/$value,"Date: 2022-05-13T14:37:31.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 910.47 MB",false,2022-05-13 22:02:13,2022-05-13 14:37:31.024,2022-05-13 14:37:31.024,2022-05-13 23:52:42.529,35986,96,32.3740942109057,55.6295056172078,0.842472,27.176231,14.973615,0.649987,13.212666,27.256021,0.013382,51.21001,S2A_OPER_MSI_L1C_TL_ATOS_20220513T195016_A035986_T19JBG_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-30.785052252178122,-72.050934 -30.711694726662607,-72.02957 -30.564450445488948,-71.98697 -30.417203026240408,-71.94455 -30.269983323668747,-71.90207 -30.122813480199504,-71.85959 -29.97566983739817,-71.81711 -29.82862132438256,-71.77463 -29.800477988077436,-71.76651 -29.81580116202728,-70.968445 -30.80606353252509,-70.98834 -30.785052252178122,-72.050934</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-70.98834 -30.80606353252509, -70.968445 -29.81580116202728, -71.76651 -29.800477988077436, -71.77463 -29.82862132438256, -71.81711 -29.97566983739817, -71.85959 -30.122813480199504, -71.90207 -30.269983323668747, -71.94455 -30.417203026240408, -71.98697 -30.564450445488948, -72.02957 -30.711694726662607, -72.050934 -30.785052252178122, -70.98834 -30.80606353252509)))",SAFE,04.00,Sentinel-2,S2A_MSIL2A_20220513T143731_N0400_R096_T19JBG_20220513T220213.SAFE,Multi-Spectral Instrument,MSI,910.47 MB,GS2A_20220513T143731_035986_N04.00,S2MSI2A,2015-028A,DESCENDING,Sentinel-2A,Level-2A,S2A_OPER_MSI_L2A_DS_ATOS_20220513T220213_S20220513T144515_N04.00,S2A_OPER_MSI_L2A_TL_ATOS_20220513T220213_A035986_T19JBG_N04.00,S2A_MSIL2A_20220513T143731_N0400_R096_T19JBG_20220513T220213,4c1a405b-2813-42de-aae9-8d14c5a5db80
46cce630-dffd-4a87-8d90-ba287091cd8d,S2A_MSIL2A_20220513T143731_N0400_R096_T19JCG_20220513T220213,https://apihub.copernicus.eu/apihub/odata/v1/Products('46cce630-dffd-4a87-8d90-ba287091cd8d')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('46cce630-dffd-4a87-8d90-ba287091cd8d')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('46cce630-dffd-4a87-8d90-ba287091cd8d')/Products('Quicklook')/$value,"Date: 2022-05-13T14:37:31.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.05 GB",false,2022-05-13 22:02:13,2022-05-13 14:37:31.024,2022-05-13 14:37:31.024,2022-05-13 23:47:32.383,35986,96,31.3286823123526,55.1745410932173,0.295868,46.684697,0.036914,5.241744,14.473748,25.774381,0.00787,42.347795,S2A_OPER_MSI_L1C_TL_ATOS_20220513T195016_A035986_T19JCG_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-29.814255053505175,-71.06958 -29.827168444135932,-69.93359 -30.817888497768987,-69.94302 -30.804455181093843,-71.090515 -29.814255053505175,-71.06958</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-69.94302 -30.817888497768987, -69.93359 -29.827168444135932, -71.06958 -29.814255053505175, -71.090515 -30.804455181093843, -69.94302 -30.817888497768987)))",SAFE,04.00,Sentinel-2,S2A_MSIL2A_20220513T143731_N0400_R096_T19JCG_20220513T220213.SAFE,Multi-Spectral Instrument,MSI,1.05 GB,GS2A_20220513T143731_035986_N04.00,S2MSI2A,2015-028A,DESCENDING,Sentinel-2A,Level-2A,S2A_OPER_MSI_L2A_DS_ATOS_20220513T220213_S20220513T144515_N04.00,S2A_OPER_MSI_L2A_TL_ATOS_20220513T220213_A035986_T19JCG_N04.00,S2A_MSIL2A_20220513T143731_N0400_R096_T19JCG_20220513T220213,46cce630-dffd-4a87-8d90-ba287091cd8d
b766be22-7937-4cf0-af50-4d9a803e2fd1,S2A_MSIL2A_20220513T143731_N0400_R096_T19JBF_20220513T220213,https://apihub.copernicus.eu/apihub/odata/v1/Products('b766be22-7937-4cf0-af50-4d9a803e2fd1')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('b766be22-7937-4cf0-af50-4d9a803e2fd1')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('b766be22-7937-4cf0-af50-4d9a803e2fd1')/Products('Quicklook')/$value,"Date: 2022-05-13T14:37:31.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.07 GB",false,2022-05-13 22:02:13,2022-05-13 14:37:31.024,2022-05-13 14:37:31.024,2022-05-13 23:43:48.188,35986,96,32.012872725216,56.3750299364754,0.242358,45.227018,10.604707,0.213854,7.676016999999999,28.907198,0.026412,40.808061,S2A_OPER_MSI_L1C_TL_ATOS_20220513T195016_A035986_T19JBF_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-31.107451659093467,-72.14569 -31.00584712783904,-72.11557 -30.858868159857835,-72.07242 -30.711694726662607,-72.02957 -30.696838354549254,-72.02527 -30.717325330253914,-70.98651 -31.707438890022775,-71.007324 -31.683953701756977,-72.164764 -31.107451659093467,-72.14569</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-71.007324 -31.707438890022775, -70.98651 -30.717325330253914, -72.02527 -30.696838354549254, -72.02957 -30.711694726662607, -72.07242 -30.858868159857835, -72.11557 -31.00584712783904, -72.14569 -31.107451659093467, -72.164764 -31.683953701756977, -71.007324 -31.707438890022775)))",SAFE,04.00,Sentinel-2,S2A_MSIL2A_20220513T143731_N0400_R096_T19JBF_20220513T220213.SAFE,Multi-Spectral Instrument,MSI,1.07 GB,GS2A_20220513T143731_035986_N04.00,S2MSI2A,2015-028A,DESCENDING,Sentinel-2A,Level-2A,S2A_OPER_MSI_L2A_DS_ATOS_20220513T220213_S20220513T144515_N04.00,S2A_OPER_MSI_L2A_TL_ATOS_20220513T220213_A035986_T19JBF_N04.00,S2A_MSIL2A_20220513T143731_N0400_R096_T19JBF_20220513T220213,b766be22-7937-4cf0-af50-4d9a803e2fd1
dc28325e-8665-461e-a53c-1fd140369ccf,S2B_MSIL2A_20220508T143729_N0400_R096_T19JBG_20220508T190657,https://apihub.copernicus.eu/apihub/odata/v1/Products('dc28325e-8665-461e-a53c-1fd140369ccf')/$value,https://apihub.copernicus.eu/apihub/odata/v1/Products('dc28325e-8665-461e-a53c-1fd140369ccf')/,https://apihub.copernicus.eu/apihub/odata/v1/Products('dc28325e-8665-461e-a53c-1fd140369ccf')/Products('Quicklook')/$value,"Date: 2022-05-08T14:37:29.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 766.04 MB",false,2022-05-08 19:06:57,2022-05-08 14:37:29.024,2022-05-08 14:37:29.024,2022-05-08 23:08:55.611,27006,96,33.2099897458831,54.5400538089104,0.0,0.000153,9.3e-05,0.0,0.626623,99.268502,0.0,99.899936,S2B_OPER_MSI_L1C_TL_2BPS_20220508T180753_A027006_T19JBG_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>-30.784819944253822,-72.06268 -30.734886425156496,-72.048065 -30.58777933763272,-72.00534 -30.440626605369456,-71.9628 -30.293482515891064,-71.92029 -30.146462091798995,-71.877686 -29.99950974904807,-71.83508 -29.852523307355263,-71.79257 -29.800266658362244,-71.77753 -29.81580116202728,-70.968445 -30.80606353252509,-70.98834 -30.784819944253822,-72.06268</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((-70.98834 -30.80606353252509, -70.968445 -29.81580116202728, -71.77753 -29.800266658362244, -71.79257 -29.852523307355263, -71.83508 -29.99950974904807, -71.877686 -30.146462091798995, -71.92029 -30.293482515891064, -71.9628 -30.440626605369456, -72.00534 -30.58777933763272, -72.048065 -30.734886425156496, -72.06268 -30.784819944253822, -70.98834 -30.80606353252509)))",SAFE,04.00,Sentinel-2,S2B_MSIL2A_20220508T143729_N0400_R096_T19JBG_20220508T190657.SAFE,Multi-Spectral Instrument,MSI,766.04 MB,GS2B_20220508T143729_027006_N04.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_2BPS_20220508T190657_S20220508T144657_N04.00,S2B_OPER_MSI_L2A_TL_2BPS_20220508T190657_A027006_T19JBG_N04.00,S2B_MSIL2A_20220508T143729_N0400_R096_T19JBG_20220508T190657,dc28325e-8665-461e-a53c-1fd140369ccf
